user_id,meet_id,is_pending
1,3257,False
1,1870,False
1,2742,False
1,2259,False
1,978,False
2,419,False
2,1391,False
2,1167,False
2,2943,False
2,3618,False
2,1982,False
3,46,False
3,2427,False
3,2249,False
3,3744,False
3,2488,False
4,2123,False
4,1449,False
4,2093,False
5,454,False
5,42,False
5,2126,False
5,2477,False
5,617,False
5,151,False
6,1420,False
6,938,False
6,842,False
7,3317,False
7,240,False
7,2310,False
7,4208,False
7,83,False
7,1123,False
8,1490,False
8,347,False
8,2677,False
8,1433,False
9,1026,False
9,2789,False
10,2607,False
10,87,False
10,1609,False
10,1604,False
10,1039,False
11,2246,False
11,269,False
11,2116,False
11,1085,False
11,2493,False
11,3493,False
11,2844,False
11,3165,False
11,4034,False
11,3993,False
11,2688,False
11,4205,False
11,970,False
11,2740,False
11,596,False
11,3461,False
11,3929,False
11,2184,False
11,1074,False
11,89,False
11,3281,False
11,1018,False
11,766,False
11,2363,False
11,2345,False
11,1822,False
11,3045,False
11,1714,False
11,2771,False
11,2881,False
11,3047,False
11,362,False
11,368,False
11,2082,False
11,952,False
11,2162,False
11,3844,False
11,2752,False
11,3533,False
11,96,False
11,1231,False
11,769,False
11,2697,False
11,982,False
11,1687,False
11,2749,False
11,820,False
11,2686,False
11,1163,False
11,2225,False
11,2793,False
11,3234,False
11,203,False
11,1599,False
11,1071,False
12,1055,False
12,131,False
12,4082,False
12,196,False
13,634,False
13,3406,False
13,3450,False
14,2381,False
14,1766,False
14,694,False
14,3736,False
14,3157,False
14,1128,False
15,1133,False
15,1676,False
15,3178,False
16,3165,False
16,1928,False
16,2207,False
17,1046,False
17,1804,False
17,448,False
17,999,False
17,3443,False
17,1925,False
18,3741,False
18,529,False
18,788,False
18,2713,False
18,3257,False
18,2590,False
18,2053,False
18,1591,False
18,2920,False
18,2159,False
18,2199,False
18,684,False
18,1456,False
18,3604,False
18,1041,False
18,495,False
18,3990,False
18,1422,False
18,3780,False
18,106,False
18,3069,False
18,187,False
18,581,False
18,151,False
18,3710,False
18,2855,False
18,1032,False
18,1399,False
18,2951,False
18,1341,False
18,2177,False
18,1363,False
18,1798,False
18,1614,False
18,3175,False
18,1425,False
18,2635,False
18,3074,False
18,3167,False
18,209,False
18,202,False
18,253,False
18,3333,False
18,3458,False
18,1306,False
18,4195,False
18,3004,False
18,3137,False
18,1831,False
18,2346,False
18,3204,False
18,1809,False
18,1661,False
18,2275,False
18,1367,False
18,2386,False
18,2457,False
18,1883,False
18,2030,False
18,4061,False
18,2335,False
18,3266,True
18,559,False
18,3083,False
18,2535,False
18,3350,False
18,3945,False
18,3904,False
18,1284,False
18,755,False
18,1746,False
18,1721,False
18,547,False
18,424,False
18,1063,False
18,1392,False
18,2080,False
18,1212,False
18,2735,False
18,207,False
18,2811,False
18,1317,False
18,4076,False
18,2821,False
18,1326,False
18,403,False
18,2720,False
19,1128,False
19,1878,False
19,959,False
19,2511,False
19,3321,False
19,818,False
20,1370,False
20,3495,False
20,2258,False
20,2067,False
20,4179,False
21,27,False
21,841,False
21,2039,False
21,1394,False
21,2611,False
22,4010,False
22,3776,False
22,1416,False
22,1515,True
23,349,False
23,3409,False
23,1854,True
23,1194,False
23,4068,True
23,3169,True
24,2803,False
24,16,False
24,134,False
24,906,False
24,614,False
25,1935,False
25,3771,False
25,1925,False
25,1329,False
25,1661,True
25,1590,False
26,1578,False
26,2396,False
26,3081,False
26,281,False
27,4126,False
27,640,False
27,1033,False
27,3525,False
27,610,False
28,4076,False
28,2875,False
28,28,False
28,3477,False
28,2532,False
28,382,False
29,930,False
29,1710,False
29,706,False
30,2818,False
30,1582,True
30,2693,False
30,1722,False
30,45,False
31,3678,False
31,2190,False
31,3936,False
31,3294,False
31,3396,False
32,2249,False
32,3672,False
32,3257,False
32,1182,False
33,136,False
33,2509,False
33,3780,False
33,3687,False
33,2874,False
33,2967,False
34,1353,False
34,3478,False
34,4028,False
34,1434,False
35,2771,False
35,2833,False
35,1308,False
35,4066,False
35,3032,False
36,2299,False
36,1906,True
36,1164,False
36,4190,False
36,3172,False
36,593,False
37,1069,False
37,573,False
37,721,False
37,3955,False
37,2965,False
37,3171,False
38,942,False
38,1826,False
38,1401,False
39,357,False
39,1354,False
39,3271,False
39,2234,False
39,4011,False
39,2050,False
40,966,False
40,3383,False
40,557,False
40,2431,False
40,3338,False
40,3827,False
41,1158,False
41,1437,False
41,1645,False
41,2065,False
42,817,False
42,1535,False
42,266,False
42,2629,False
42,185,False
42,112,False
43,3209,False
43,3677,False
43,2131,False
43,3831,False
43,1749,True
44,3311,False
44,1621,False
44,1212,True
44,4001,False
44,1642,False
44,2261,False
45,2583,False
45,3680,False
45,2908,False
45,1630,False
45,2895,False
46,3393,False
46,3327,False
46,3128,False
46,3278,False
46,3249,False
47,86,False
47,961,False
47,2247,False
47,3182,False
48,939,False
48,991,False
48,2062,False
48,4178,False
48,890,False
48,2279,False
49,2978,False
49,594,False
49,4140,False
49,247,False
49,2750,False
49,2971,False
50,2355,False
50,154,False
51,580,False
51,1952,False
51,2513,False
51,3076,False
51,3222,False
51,2895,False
51,1803,False
51,1648,False
51,2723,False
51,2700,False
51,44,False
51,856,False
51,2003,False
51,1377,False
51,2316,False
51,1075,False
51,1389,False
51,3481,False
51,48,False
51,2349,False
51,428,False
51,3789,False
51,65,False
51,1736,False
51,3863,False
51,3623,False
51,2997,False
51,1431,False
51,187,False
51,1928,True
51,3989,False
51,1825,False
51,3008,False
51,2101,False
51,35,False
51,213,False
51,1058,False
51,2639,False
51,2783,False
51,3135,False
51,1924,False
51,261,False
51,2924,False
51,3712,False
51,3279,False
51,2968,False
51,465,False
51,1188,False
51,2415,False
51,1759,False
51,4137,False
51,3182,False
51,3431,False
51,329,False
51,1846,False
51,2978,False
51,1629,False
51,2922,False
51,1318,False
51,1984,True
51,711,False
51,114,False
52,1737,False
53,452,False
53,1579,False
53,3592,False
53,3742,False
53,1713,False
53,2564,False
53,2088,False
53,2669,False
53,2351,False
53,851,False
53,3695,False
53,1788,False
53,2293,False
53,3635,False
53,4106,False
53,2133,False
53,3816,False
53,194,False
53,1146,False
53,884,False
53,2221,False
53,3160,True
53,1514,False
53,2593,False
53,2522,False
53,2260,False
53,1608,False
53,1837,False
53,2134,False
53,3345,False
53,1791,False
53,2542,False
53,998,False
53,1877,False
53,2717,False
53,3989,False
53,3781,False
53,485,False
